Effective To Date,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,State,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Claim Reason,Sales Channel,Vehicle Class,Vehicle Size
43,64749,64,24,59,0,2,Missouri,No,Basic,College,Employed,M,Urban,Married,Special Auto,Special L2,Hail,Branch,Four-Door Car,Medsize
7,0,71,25,30,0,1,Missouri,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Hail,Call Center,Four-Door Car,Medsize
58,63774,111,18,63,0,1,Oklahoma,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L1,Hail,Agent,Four-Door Car,Medsize
10,71416,116,10,0,0,3,Iowa,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Hail,Agent,SUV,Medsize
24,23091,96,28,90,5,5,Kansas,Yes,Extended,College,Retired,M,Suburban,Married,Corporate Auto,Corporate L1,Collision,Agent,Four-Door Car,Medsize
44,35482,129,21,59,0,3,Iowa,Yes,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Collision,Branch,SUV,Medsize
28,0,71,17,57,0,5,Kansas,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Hail,Agent,Two-Door Car,Medsize
17,88220,230,28,63,0,2,Missouri,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L3,Collision,Call Center,Luxury Car,Small
1,0,93,30,70,0,6,Oklahoma,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Scratch/Dent,Agent,Two-Door Car,Medsize
32,12876,107,8,90,2,3,Missouri,No,Premium,College,Disabled,M,Urban,Married,Corporate Auto,Corporate L3,Collision,Call Center,Four-Door Car,Large
36,60920,64,10,61,0,2,Iowa,Yes,Basic,College,Employed,M,Urban,Single,Personal Auto,Personal L3,Hail,Agent,Two-Door Car,Medsize
44,31737,218,17,2,0,3,Nebraska,No,Extended,Master,Employed,M,Suburban,Married,Personal Auto,Personal L2,Collision,Agent,Luxury SUV,Medsize
17,0,66,0,10,0,1,Iowa,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Scratch/Dent,Branch,Two-Door Car,Small
4,53219,117,24,36,0,1,Missouri,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Collision,Call Center,SUV,Medsize
22,25927,103,6,20,0,1,Kansas,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L3,Hail,Web,SUV,Medsize
0,0,102,25,48,0,1,Missouri,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Medsize
0,0,79,21,53,1,7,Missouri,Yes,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Collision,Agent,Two-Door Car,Medsize
43,53691,67,13,48,0,2,Oklahoma,No,Basic,Master,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Collision,Call Center,Four-Door Car,Medsize
44,29136,118,16,72,0,9,Kansas,No,Basic,College,Medical Leave,M,Suburban,Divorced,Corporate Auto,Corporate L1,Collision,Agent,SUV,Large
58,84824,196,7,4,0,9,Missouri,No,Premium,Bachelor,Employed,M,Rural,Married,Corporate Auto,Corporate L1,Hail,Branch,SUV,Small
2,0,96,31,85,0,1,Missouri,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
51,34837,139,4,2,1,4,Nebraska,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L3,Collision,Branch,SUV,Medsize
52,22234,160,0,92,0,3,Iowa,No,Premium,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Collision,Agent,SUV,Medsize
29,41212,95,13,27,0,1,Missouri,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Personal L1,Other,Web,Four-Door Car,Medsize
1,77299,66,11,71,0,1,Iowa,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L1,Hail,Branch,Four-Door Car,Medsize
31,51725,138,9,16,1,2,Iowa,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L3,Collision,Agent,SUV,Medsize
27,98078,73,5,79,0,6,Oklahoma,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L1,Collision,Agent,Four-Door Car,Large
52,67176,72,20,90,0,9,Kansas,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Large
56,0,74,22,3,0,1,Iowa,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Collision,Branch,Four-Door Car,Small
19,20079,110,1,63,0,1,Kansas,No,Premium,Bachelor,Medical Leave,F,Suburban,Single,Corporate Auto,Corporate L3,Collision,Web,Two-Door Car,Medsize
9,0,68,4,17,0,9,Iowa,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
19,24664,69,12,15,0,2,Nebraska,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Corporate Auto,Corporate L3,Hail,Agent,Four-Door Car,Medsize
16,0,67,27,7,0,7,Iowa,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
20,53554,67,6,5,0,2,Missouri,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Large
9,0,87,2,41,0,3,Missouri,No,Extended,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L2,Scratch/Dent,Call Center,Four-Door Car,Medsize
16,36615,65,14,7,0,5,Nebraska,No,Basic,Bachelor,Employed,F,Urban,Married,Special Auto,Special L2,Hail,Call Center,Four-Door Car,Medsize
50,22705,239,19,59,0,7,Kansas,Yes,Extended,Master,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Hail,Agent,Luxury SUV,Medsize
24,62902,69,14,94,0,2,Missouri,Yes,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Hail,Web,Two-Door Car,Medsize
46,58467,65,30,90,0,2,Oklahoma,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Hail,Web,Four-Door Car,Small
10,0,127,24,58,0,1,Missouri,No,Extended,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Collision,Agent,SUV,Small
6,68197,69,1,81,0,3,Missouri,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Personal L1,Hail,Branch,Four-Door Car,Medsize
35,83210,110,0,25,0,3,Nebraska,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Scratch/Dent,Branch,Sports Car,Large
50,45506,66,16,32,2,2,Iowa,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
33,16061,88,26,23,0,1,Nebraska,No,Extended,Bachelor,Disabled,F,Suburban,Single,Personal Auto,Personal L2,Scratch/Dent,Web,Four-Door Car,Medsize
11,77577,199,14,37,1,1,Iowa,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Scratch/Dent,Agent,Luxury SUV,Small
51,0,74,27,91,0,1,Missouri,No,Basic,Master,Unemployed,M,Urban,Married,Personal Auto,Personal L2,Collision,Branch,Two-Door Car,Medsize
58,96917,61,24,2,0,2,Iowa,No,Basic,Bachelor,Employed,F,Rural,Married,Special Auto,Special L3,Other,Web,Four-Door Car,Medsize
4,0,61,4,68,0,2,Iowa,No,Basic,College,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Scratch/Dent,Call Center,Two-Door Car,Medsize
10,75121,73,12,22,0,6,Missouri,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Scratch/Dent,Call Center,Two-Door Car,Small
29,39161,63,18,83,1,4,Missouri,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Personal L3,Hail,Call Center,Two-Door Car,Small
18,74217,100,35,3,0,6,Missouri,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L1,Hail,Branch,SUV,Large
28,36495,133,14,97,1,3,Nebraska,No,Extended,Doctor,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Hail,Agent,SUV,Medsize
8,14315,71,33,16,0,1,Oklahoma,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Personal L1,Hail,Branch,Four-Door Car,Medsize
34,76389,68,5,86,0,7,Nebraska,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L1,Collision,Web,Four-Door Car,Small
45,61844,106,19,74,0,2,Nebraska,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Collision,Call Center,Sports Car,Small
9,13037,124,28,49,0,1,Oklahoma,Yes,Extended,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Hail,Agent,SUV,Small
47,0,61,7,71,3,9,Nebraska,No,Basic,Master,Unemployed,F,Urban,Single,Personal Auto,Personal L2,Collision,Web,Two-Door Car,Medsize
57,0,62,32,31,0,3,Nebraska,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Scratch/Dent,Web,Four-Door Car,Medsize
10,0,113,4,70,0,4,Iowa,No,Basic,College,Unemployed,F,Urban,Divorced,Personal Auto,Personal L3,Collision,Web,SUV,Medsize
19,0,70,3,35,0,5,Iowa,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Hail,Agent,Four-Door Car,Small
14,53997,69,26,3,0,3,Iowa,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
18,0,69,22,11,0,1,Nebraska,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Hail,Call Center,Two-Door Car,Small
16,35577,130,1,6,0,1,Iowa,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,Collision,Branch,SUV,Medsize
30,28406,72,16,35,1,4,Iowa,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Collision,Call Center,Four-Door Car,Medsize
24,43704,201,29,67,0,2,Iowa,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Collision,Branch,Luxury SUV,Medsize
14,48381,63,2,71,0,2,Iowa,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Small
57,0,74,1,62,0,7,Oklahoma,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Collision,Agent,Two-Door Car,Medsize
29,78796,61,15,3,0,3,Oklahoma,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Hail,Call Center,Two-Door Car,Medsize
6,69387,71,16,37,0,3,Iowa,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Small
41,42526,86,12,71,0,1,Kansas,No,Extended,Master,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Hail,Agent,Two-Door Car,Medsize
50,83488,90,14,20,0,3,Missouri,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,Other,Agent,Four-Door Car,Large
8,39786,91,2,91,1,9,Iowa,No,Extended,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L2,Collision,Web,Four-Door Car,Medsize
48,0,197,3,85,0,9,Iowa,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Hail,Agent,Luxury Car,Large
5,81082,73,5,85,0,4,Kansas,Yes,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Hail,Agent,Four-Door Car,Large
26,70037,70,6,61,0,1,Iowa,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Other,Web,Four-Door Car,Large
56,86933,63,3,64,0,1,Iowa,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Scratch/Dent,Agent,Two-Door Car,Large
41,27279,137,30,77,0,5,Iowa,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L1,Collision,Branch,SUV,Medsize
44,0,191,27,49,0,3,Iowa,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,Luxury Car,Medsize
4,0,64,20,4,0,1,Oklahoma,No,Basic,College,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Hail,Branch,Four-Door Car,Medsize
43,0,169,31,77,0,1,Iowa,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Other,Agent,SUV,Medsize
25,0,117,6,1,0,1,Nebraska,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,SUV,Medsize
17,78387,74,5,1,0,6,Iowa,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Hail,Agent,Four-Door Car,Medsize
38,93489,84,16,72,0,1,Kansas,No,Extended,High School or Below,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Hail,Agent,Four-Door Car,Medsize
52,0,64,9,17,0,2,Nebraska,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Hail,Agent,Four-Door Car,Medsize
56,40864,109,16,70,1,1,Iowa,Yes,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Collision,Agent,SUV,Medsize
2,21189,66,4,2,0,2,Missouri,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Scratch/Dent,Agent,Two-Door Car,Medsize
35,23870,91,4,92,0,1,Nebraska,No,Extended,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Hail,Web,Two-Door Car,Medsize
40,30374,99,1,50,0,9,Missouri,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L2,Hail,Call Center,Four-Door Car,Medsize
33,63401,68,1,18,0,1,Iowa,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L1,Hail,Agent,Four-Door Car,Medsize
47,65709,72,33,77,0,3,Iowa,No,Basic,High School or Below,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Collision,Web,Four-Door Car,Medsize
23,26680,106,11,49,0,5,Missouri,No,Premium,Master,Employed,F,Suburban,Married,Personal Auto,Personal L2,Collision,Agent,Two-Door Car,Small
47,0,69,9,12,0,2,Kansas,No,Basic,Master,Unemployed,F,Rural,Married,Personal Auto,Personal L1,Hail,Agent,Four-Door Car,Medsize
54,20046,87,15,59,0,3,Missouri,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Scratch/Dent,Web,Two-Door Car,Medsize
42,10511,139,33,64,0,1,Kansas,No,Extended,Master,Disabled,F,Urban,Married,Corporate Auto,Corporate L1,Collision,Branch,SUV,Medsize
17,88362,78,9,63,0,1,Nebraska,No,Extended,College,Employed,M,Suburban,Single,Personal Auto,Personal L1,Hail,Call Center,Two-Door Car,Medsize
15,0,69,13,90,0,3,Missouri,No,Basic,College,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L2,Collision,Agent,Two-Door Car,Medsize
34,19683,117,17,41,1,9,Missouri,Yes,Basic,High School or Below,Retired,M,Suburban,Married,Personal Auto,Personal L3,Collision,Web,Sports Car,Medsize
6,44368,80,5,72,0,3,Missouri,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Hail,Call Center,Two-Door Car,Large
36,0,79,4,78,0,4,Iowa,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Collision,Branch,Two-Door Car,Medsize
13,58620,71,11,51,0,2,Missouri,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Scratch/Dent,Call Center,Four-Door Car,Medsize
57,47259,81,22,54,0,5,Iowa,No,Extended,Master,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Collision,Branch,Four-Door Car,Medsize
9,0,132,13,47,0,3,Missouri,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Collision,Call Center,SUV,Medsize
2,92296,69,4,65,0,1,Kansas,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Hail,Agent,Two-Door Car,Medsize
46,15752,90,27,37,0,2,Missouri,No,Extended,Bachelor,Medical Leave,F,Urban,Married,Corporate Auto,Corporate L3,Collision,Branch,Two-Door Car,Large
29,25876,83,29,46,0,3,Nebraska,No,Extended,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Collision,Branch,Two-Door Car,Medsize
53,34148,109,27,30,0,2,Missouri,No,Premium,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
22,60861,66,8,82,0,4,Nebraska,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Other,Agent,Four-Door Car,Small
22,35133,102,2,31,0,2,Missouri,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,SUV,Medsize
52,32260,113,8,99,0,4,Nebraska,No,Premium,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L1,Collision,Branch,Four-Door Car,Medsize
33,86277,74,19,33,0,3,Nebraska,No,Basic,High School or Below,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Hail,Agent,Four-Door Car,Medsize
21,0,100,17,21,2,4,Kansas,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Collision,Branch,SUV,Small
17,57078,113,26,13,1,8,Iowa,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Collision,Call Center,Sports Car,Large
50,77846,119,8,45,0,1,Missouri,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Collision,Agent,Sports Car,Medsize
23,0,119,9,8,0,3,Iowa,Yes,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Hail,Web,Sports Car,Medsize
34,65351,69,4,54,0,1,Nebraska,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Hail,Call Center,Four-Door Car,Medsize
10,0,65,11,46,0,3,Iowa,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Scratch/Dent,Web,Four-Door Car,Medsize
10,54378,66,16,30,0,1,Kansas,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Hail,Call Center,Four-Door Car,Small
9,99845,110,23,25,1,8,Iowa,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Hail,Branch,SUV,Medsize
42,0,62,15,95,0,6,Iowa,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Collision,Branch,Four-Door Car,Medsize
24,61546,68,4,27,0,3,Missouri,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L2,Other,Call Center,Two-Door Car,Large
46,33555,63,17,11,0,1,Oklahoma,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
20,50648,69,27,50,1,9,Nebraska,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Collision,Call Center,Two-Door Car,Medsize
22,38113,73,4,34,0,2,Iowa,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L1,Scratch/Dent,Agent,Four-Door Car,Large
51,62258,65,14,17,0,5,Nebraska,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Large
48,15999,83,2,43,0,2,Missouri,No,Extended,College,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
32,23300,63,3,35,1,4,Missouri,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Scratch/Dent,Branch,Four-Door Car,Small
11,24193,185,26,79,0,2,Iowa,No,Premium,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,Collision,Branch,Sports Car,Medsize
44,44280,62,25,3,0,1,Missouri,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Other,Call Center,Two-Door Car,Medsize
15,0,133,11,30,0,7,Iowa,No,Extended,College,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L3,Collision,Agent,SUV,Small
15,36068,97,0,10,0,2,Iowa,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Hail,Branch,Two-Door Car,Medsize
49,0,87,4,4,3,1,Missouri,Yes,Extended,College,Unemployed,F,Suburban,Divorced,Special Auto,Special L3,Hail,Agent,Four-Door Car,Medsize
39,62365,62,0,99,0,8,Iowa,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Scratch/Dent,Branch,Four-Door Car,Medsize
13,0,93,8,42,1,3,Oklahoma,No,Extended,Master,Unemployed,M,Suburban,Married,Special Auto,Special L2,Collision,Agent,Two-Door Car,Small
40,44428,104,17,61,0,2,Iowa,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Special Auto,Special L1,Collision,Call Center,SUV,Medsize
35,28013,91,16,13,0,1,Iowa,No,Extended,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Hail,Branch,Four-Door Car,Medsize
24,24516,71,11,23,0,8,Missouri,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,Scratch/Dent,Call Center,Four-Door Car,Medsize
24,71663,74,23,22,0,2,Oklahoma,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Hail,Web,Four-Door Car,Medsize
44,0,86,19,93,3,5,Oklahoma,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Small
2,65404,99,16,79,0,1,Missouri,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L2,Hail,Branch,Four-Door Car,Large
6,24383,69,4,78,2,4,Oklahoma,No,Basic,Bachelor,Medical Leave,M,Suburban,Single,Corporate Auto,Corporate L3,Collision,Call Center,Four-Door Car,Medsize
40,0,70,6,24,0,6,Oklahoma,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Collision,Web,Four-Door Car,Medsize
19,47950,170,23,86,1,8,Iowa,No,Premium,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,Collision,Branch,SUV,Medsize
40,70279,71,17,25,0,7,Oklahoma,No,Basic,High School or Below,Employed,F,Urban,Single,Special Auto,Special L3,Other,Call Center,Four-Door Car,Medsize
30,77001,85,4,58,0,3,Iowa,No,Extended,Bachelor,Employed,F,Suburban,Single,Special Auto,Special L3,Hail,Call Center,Four-Door Car,Medsize
11,0,66,4,83,0,2,Oklahoma,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Scratch/Dent,Branch,Four-Door Car,Medsize
37,25816,119,18,63,0,1,Nebraska,No,Basic,Master,Employed,M,Suburban,Single,Personal Auto,Personal L1,Scratch/Dent,Agent,Sports Car,Medsize
22,0,76,33,84,0,1,Nebraska,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L1,Collision,Web,Four-Door Car,Small
4,20978,98,19,96,1,1,Missouri,Yes,Extended,College,Medical Leave,M,Suburban,Married,Personal Auto,Personal L1,Hail,Branch,Four-Door Car,Small
40,0,64,16,42,1,5,Iowa,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Collision,Call Center,Four-Door Car,Small
